budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,scope
55000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.sonypictures.com/movies/sevenpounds/,11321,"[{""id"": 4459, ""name"": ""vegetarian""}, {""id"": 9368, ""name"": ""tax collector""}, {""id"": 14743, ""name"": ""pianist""}, {""id"": 33768, ""name"": ""blind""}, {""id"": 33773, ""name"": ""organ transplant""}, {""id"": 33774, ""name"": ""blood type""}]",en,Seven Pounds,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,41.472404,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-12-18,168167691,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Seven names. Seven strangers. One secret.,Seven Pounds,7.5,2039,6.832503274069786
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.universalstudiosentertainment.com/the-bourne-ultimatum/,2503,"[{""id"": 90, ""name"": ""paris""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 744, ""name"": ""madrid""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1295, ""name"": ""europe""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 3851, ""name"": ""dangerous""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 4087, ""name"": ""revelation""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 6710, ""name"": ""interpol""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11134, ""name"": ""espionage""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14967, ""name"": ""foot chase""}, {""id"": 18269, ""name"": ""moskow""}, {""id"": 164148, ""name"": ""dark past""}, {""id"": 185702, ""name"": ""langley virginia""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 226521, ""name"": ""chase on the roof""}, {""id"": 226522, ""name"": ""security leak""}]",en,The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",45.381501,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Ludlum Entertainment"", ""id"": 11347}, {""name"": ""Motion Picture BETA Produktionsgesellschaft"", ""id"": 11348}, {""name"": ""Bourne Again"", ""id"": 11349}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-08-03,442824138,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Remember everything. Forgive nothing.,The Bourne Ultimatum,7.3,2888,6.830198077792442
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://theexorcist.warnerbros.com/,9552,"[{""id"": 2626, ""name"": ""exorcism""}, {""id"": 3649, ""name"": ""holy water""}, {""id"": 3684, ""name"": ""religion and supernatural""}, {""id"": 5569, ""name"": ""vomit""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 9754, ""name"": ""profanity""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10112, ""name"": ""ouija board""}, {""id"": 10138, ""name"": ""satan""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 14659, ""name"": ""girl""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 18402, ""name"": ""strong language""}, {""id"": 179564, ""name"": ""disturbed child""}, {""id"": 179567, ""name"": ""crisis of faith""}, {""id"": 198435, ""name"": ""sfx""}]",en,The Exorcist,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",47.584643,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Hoya Productions"", ""id"": 48184}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1973-12-26,441306145,122.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Something almost beyond comprehension is happening to a girl on this street, in this house... and a man has been sent for as a last resort. This man is The Exorcist.",The Exorcist,7.5,2005,6.826598375104906
23600000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",http://www.zombieland.com/,19908,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 8636, ""name"": ""blood splatter""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 50009, ""name"": ""survival horror""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 167068, ""name"": ""twinkie""}, {""id"": 167081, ""name"": ""body count""}, {""id"": 167085, ""name"": ""zombification""}, {""id"": 167095, ""name"": ""disposing of a dead body""}, {""id"": 167103, ""name"": ""bitten on the arm""}, {""id"": 167104, ""name"": ""loner""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 186565, ""name"": ""zombie apocalypse""}, {""id"": 235354, ""name"": ""fear of clowns""}]",en,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",57.300674,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Pariah"", ""id"": 11733}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-07,102391382,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This place is so dead,Zombieland,7.2,3550,6.8220340351269755
4000000,"[{""id"": 18, ""name"": ""Drama""}]",,85350,"[{""id"": 1850, ""name"": ""daily life""}, {""id"": 2783, ""name"": ""family's daily life""}, {""id"": 5768, ""name"": ""urban life""}, {""id"": 9825, ""name"": ""growing up""}, {""id"": 10303, ""name"": ""domestic abuse""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 15025, ""name"": ""parenting""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 18035, ""name"": ""family""}, {""id"": 184439, ""name"": ""divorced parents""}, {""id"": 212643, ""name"": ""abusive husband""}]",en,Boyhood,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",43.40352,"[{""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Detour Filmproduction"", ""id"": 11510}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-05,44349000,164.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,12 years in the making.,Boyhood,7.5,1971,6.820588070267809
250000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.thehobbit.com/,122917,"[{""id"": 417, ""name"": ""corruption""}, {""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 609, ""name"": ""middle-earth (tolkien)""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 167982, ""name"": ""unlikely friendship""}, {""id"": 188270, ""name"": ""epic battle""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,The Hobbit: The Battle of the Five Armies,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",120.96574299999999,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""3Foot7"", ""id"": 7413}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-10,956019788,144.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Witness the defining chapter of the Middle-Earth saga,The Hobbit: The Battle of the Five Armies,7.1,4760,6.819205897623392
14600000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,137,"[{""id"": 563, ""name"": ""deja vu""}, {""id"": 901, ""name"": ""groundhog""}, {""id"": 902, ""name"": ""weather forecast""}, {""id"": 903, ""name"": ""telecaster""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 905, ""name"": ""alarm clock""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1521, ""name"": ""time warp""}, {""id"": 10854, ""name"": ""time loop""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 181324, ""name"": ""existentialism""}, {""id"": 220046, ""name"": ""groundhog day""}]",en,Groundhog Day,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",52.744331,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-02-11,70906973,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"He's having the worst day of his life... over, and over...",Groundhog Day,7.4,2301,6.819164177146009
28000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",,23483,"[{""id"": 853, ""name"": ""crime fighter""}, {""id"": 1308, ""name"": ""secret identity""}, {""id"": 5451, ""name"": ""comic book""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 158651, ""name"": ""realism""}, {""id"": 185434, ""name"": ""rookie""}, {""id"": 186846, ""name"": ""adaptation""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 234368, ""name"": ""kickass""}]",en,Kick-Ass,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero, even though he has no powers, training or meaningful reason to do so.",45.054936,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Marv Films"", ""id"": 5374}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-03-22,96188903,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Shut up. Kick ass.,Kick-Ass,7.1,4645,6.81422528224052
165000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",http://disney.go.com/wreck-it-ralph,82690,"[{""id"": 825, ""name"": ""support group""}, {""id"": 3977, ""name"": ""product placement""}, {""id"": 6733, ""name"": ""bullying""}, {""id"": 10039, ""name"": ""racing""}, {""id"": 10547, ""name"": ""arcade""}, {""id"": 11124, ""name"": ""medal""}, {""id"": 155023, ""name"": ""self esteem""}, {""id"": 158023, ""name"": ""curiosity""}, {""id"": 162936, ""name"": ""precocious child""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 185859, ""name"": ""first person shooter""}, {""id"": 185861, ""name"": ""glitch""}, {""id"": 185863, ""name"": ""carefree""}, {""id"": 185867, ""name"": ""video gamer""}, {""id"": 185868, ""name"": ""q*bert""}, {""id"": 185876, ""name"": ""interrupted wedding""}, {""id"": 185880, ""name"": ""social reject""}]",en,Wreck-It Ralph,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",62.341073,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-01,471222889,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,7.1,4570,6.810880749466043
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.universalstudiosentertainment.com/hot-fuzz/,4638,"[{""id"": 5331, ""name"": ""village""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 167268, ""name"": ""police force""}, {""id"": 167284, ""name"": ""cowboy costume""}, {""id"": 207819, ""name"": ""accident""}]",en,Hot Fuzz,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",38.623178,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""GAGA"", ""id"": 3656}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2007-02-14,80573774,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Big cops. Small town. Moderate violence.,Hot Fuzz,7.4,2199,6.804490066596868
28000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.thebigshortmovie.com/,318846,"[{""id"": 974, ""name"": ""bank""}, {""id"": 4373, ""name"": ""fraud""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5636, ""name"": ""wall street""}, {""id"": 6118, ""name"": ""finances""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11321, ""name"": ""animated sequence""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 18040, ""name"": ""loan""}, {""id"": 165193, ""name"": ""financial crisis""}, {""id"": 179867, ""name"": ""real estate""}, {""id"": 188072, ""name"": ""mortgage""}]",en,The Big Short,The men who made millions from a global economic meltdown.,57.518471999999996,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Regency Enterprises"", ""id"": 508}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-11,133346506,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This is a true story.,The Big Short,7.3,2607,6.8005012360818355
113000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,1895,"[{""id"": 797, ""name"": ""showdown""}, {""id"": 10013, ""name"": ""death star""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 11491, ""name"": ""cult figure""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 160946, ""name"": ""expectant mother""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 163272, ""name"": ""chancel""}, {""id"": 163277, ""name"": ""childbirth""}, {""id"": 163295, ""name"": ""galactic war""}]",en,Star Wars: Episode III - Revenge of the Sith,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",44.108427,"[{""name"": ""Lucasfilm"", ""id"": 1}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-05-17,850000000,140.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,7.1,4116,6.788836523390803
76000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.universalstudiosentertainment.com/children-of-men/,9693,"[{""id"": 318, ""name"": ""police state""}, {""id"": 458, ""name"": ""hippie""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 2618, ""name"": ""miracle""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 5885, ""name"": ""childlessness""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 17985, ""name"": ""birth""}, {""id"": 41589, ""name"": ""dying""}]",en,Children of Men,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",35.387874,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Hit & Run Productions"", ""id"": 11429}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-09-22,69959751,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The future's a thing of the past.,Children of Men,7.4,2071,6.784992120243054
130000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",http://marvel.com/movies/movie/180/ant-man,102899,"[{""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}]",en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",120.09361000000001,"[{""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-14,519311965,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Heroes don't get any bigger.,Ant-Man,7.0,5880,6.783769718449186
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",http://sherlock-holmes-movie.warnerbros.com/,10528,"[{""id"": 703, ""name"": ""detective""}, {""id"": 770, ""name"": ""scotland yard""}, {""id"": 1909, ""name"": ""coffin""}, {""id"": 4252, ""name"": ""black magic""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9401, ""name"": ""sherlock holmes""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10028, ""name"": ""steampunk""}, {""id"": 11855, ""name"": ""pentagram""}, {""id"": 33514, ""name"": ""clue""}]",en,Sherlock Holmes,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",57.834787,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Internationale Filmproduktion Blackbird Dritte"", ""id"": 19855}, {""name"": ""Wigram Productions"", ""id"": 23202}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-23,524028679,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Nothing escapes him.,Sherlock Holmes,7.0,5766,6.780528140928698
59000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.iceagemovies.com/films/ice-age,425,"[{""id"": 311, ""name"": ""human evolution""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 990, ""name"": ""squirrel""}, {""id"": 1445, ""name"": ""ice""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2078, ""name"": ""mammoth""}, {""id"": 2079, ""name"": ""sloth""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4428, ""name"": ""stone age""}, {""id"": 10506, ""name"": ""prehistoric""}, {""id"": 158017, ""name"": ""saber-toothed tiger""}, {""id"": 159955, ""name"": ""cavemen""}, {""id"": 166958, ""name"": ""prehistoric creature""}, {""id"": 178645, ""name"": ""prehistoric adventure""}, {""id"": 183414, ""name"": ""prehistoric times""}, {""id"": 192918, ""name"": ""prehistoric man""}]",en,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",99.561972,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-10,383257136,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They came. They thawed. They conquered.,Ice Age,7.1,3857,6.774686272233415
30000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.sonyclassics.com/midnightinparis,59436,"[{""id"": 90, ""name"": ""paris""}, {""id"": 437, ""name"": ""painter""}, {""id"": 703, ""name"": ""detective""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 888, ""name"": ""screenwriter""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 5152, ""name"": ""midnight""}, {""id"": 5609, ""name"": ""nostalgia""}, {""id"": 6162, ""name"": ""past""}, {""id"": 12438, ""name"": ""sculpture""}, {""id"": 155797, ""name"": ""hemingway""}]",en,Midnight in Paris,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.,43.753585,"[{""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Televisi\u00f3 de Catalunya (TV3)"", ""id"": 8530}, {""name"": ""Vers\u00e1til Cinema"", ""id"": 8531}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Pontchartrain Productions"", ""id"": 24785}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-05-11,151119219,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,Midnight in Paris,7.4,1990,6.7719799903035724
25000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://theageofadalinemovie.com,293863,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 4978, ""name"": ""immortality""}, {""id"": 9673, ""name"": ""love""}, {""id"": 15070, ""name"": ""forever""}]",en,The Age of Adaline,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",82.05205600000001,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Sierra/Affinity"", ""id"": 22107}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-16,65663276,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love is timeless.,The Age of Adaline,7.4,1990,6.7719799903035724
